place_id,name,city,region,address,lat,lng,vibe,crowd,good_for,temp_class,has_stay,duration_class,budget,season,drive_time_from_blr_min,photo_urls,short_summary,maps_query
casa-fresco-indiranagar-all-day-dining-café,"Casa Fresco, Indiranagar: All-Day Dining & Café",Bengaluru,Karnataka,"609, 2nd Main Rd, off 100 Feet Road, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",12.9825513,77.64028809999999,lively,high,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Restaurant in Bengaluru — rated 4.2★ across 5,009 Google reviews","Casa Fresco, Indiranagar: All-Day Dining & Café, Bengaluru"
yogisthaan,Yogisthaan,Bengaluru,Karnataka,"89, 11th Cross Rd, Stage 2, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",12.9809695,77.6384095,lively,medium,couples|groups|family,temperate,true,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Vegetarian Restaurant in Bengaluru — rated 4.2★ across 3,716 Google reviews","Yogisthaan, Bengaluru"
la-gioia-italian-bar-and-restaurant-pizzeria,La Gioia - Italian Bar and Restaurant | Pizzeria,Bengaluru,Karnataka,"1085, 12th Main Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",12.969830799999999,77.6383736,lively,medium,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Italian Restaurant in Bengaluru — rated 4.4★ across 1,376 Google reviews","La Gioia - Italian Bar and Restaurant | Pizzeria, Bengaluru"
taco-street-indiranagar,Taco Street - Indiranagar,Bengaluru,Karnataka,"108, ground floor, 1st cross, 4th Main Rd, Hal, HAL 3rd Stage, New Tippasandra, Bengaluru, Karnataka 560075, India",12.971088,77.6481308,quiet|retro,medium,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Cafe in Bengaluru — rated 4.2★ across 1,923 Google reviews","Taco Street - Indiranagar, Bengaluru"
alienkind-indiranagar,Alienkind | Indiranagar,Bengaluru,Karnataka,"4000, 100 Feet Rd, HAL 2nd Stage, Stage 2, Indiranagar, Bengaluru, Karnataka 560071, India",12.9636249,77.64120080000001,quiet|retro,low,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,Cafe in Bengaluru — rated 4.0★ across 709 Google reviews,"Alienkind | Indiranagar, Bengaluru"
third-wave-coffee,Third Wave Coffee,Bengaluru,Karnataka,"729, Chinmaya Mission Hospital Rd, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",12.9786748,77.6452918,quiet|retro,medium,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Cafe in Bengaluru — rated 4.4★ across 3,899 Google reviews","Third Wave Coffee, Bengaluru"
chai-days,Chai Days,Bengaluru,Karnataka,"100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",12.966476600000002,77.64168529999999,quiet|retro,medium,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Tea House in Bengaluru — rated 4.4★ across 4,940 Google reviews","Chai Days, Bengaluru"
copper-cloves-indiranagar,Copper + Cloves Indiranagar,Bengaluru,Karnataka,"549A, 9th A Main Rd, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",12.9777487,77.6372497,quiet|retro,low,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,Cafe in Bengaluru — rated 4.3★ across 699 Google reviews,"Copper + Cloves Indiranagar, Bengaluru"
lazy-suzy,Lazy Suzy,Bengaluru,Karnataka,"36, 80 Feet Rd, Hal, HAL 3rd Stage, Indiranagar, Bengaluru, Karnataka 560075, India",12.970874700000001,77.6475882,lively,medium,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"European Restaurant in Bengaluru — rated 4.2★ across 4,486 Google reviews","Lazy Suzy, Bengaluru"
sri-udupi-park,Sri Udupi Park,Bengaluru,Karnataka,"100 Feet Rd, Stage 3, Indiranagar, Bengaluru, Karnataka 560038, India",12.9736159,77.6408999,lively,high,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/place-photos/AJRVUZNLcZA9V4fzxHOItGGSTpM0vaw2zju9JG5lMyaBLPj3aA1wwoUFcBPmt_K_I9ktPCAhJ0FqEYrhW_i1vdz-1I-fo2RpEW3pLUkP63FJ2AWXTYCRoXGZgAxhvr-qUtqdCCOAU8pK1ciDRIME_w=s4800-w1000|https://lh3.googleusercontent.com/place-photos/AJRVUZNYbPuBqWYDNXtSzW9lD1ryfWya6rUMVlOZorjW4OkatvDEufk8FvguY-tFZL5ihE_sFVigZPrnxzZDLAMzpBxUOkaWmWWwwLUgHxei4tCQd33DmYw1JsPEfX_vekOXBxIZPxrNkeJQMWdHVsL88HNMTA=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZO3qWAUrltq7uqN4HLA3IGHc_mfb2hr1cYxgo4--QHanDwoYDWZTnMPkHLFS9T0DC8uZUagwax8k85OLXSBaPaDll8aQROxAO97QVyiSsxaQf9MS2ZnJJRTAQtYPL_rOXeUj1vpfmv5wHQX=s4800-w1200,"South Indian Restaurant in Bengaluru — rated 4.1★ across 16,061 Google reviews","Sri Udupi Park, Bengaluru"
the-leela-palace-bengaluru-garden-city-s-only-modern-palace-,The Leela Palace Bengaluru - Garden City's Only Modern Palace Hotel,Bengaluru,Karnataka,"23, HAL Old Airport Rd, HAL 2nd Stage, Kodihalli, Bengaluru, Karnataka 560008, India",12.960165499999999,77.6473827,scenic|quiet,high,couples|family|groups,temperate,true,half-day,3,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/places/ANXAkqGD92rZ_6kRRA3DVpFBSRBr0Miwv0MxC_R36rUs0QxkD3Y_zeJlhxbV-RgXOyC9he6AGbWE-Ccv0mYyXs3vYNp28-vMw-9i_34=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZPp3yUUqXBgiPK1xyy0okVIfrxY9Xkf3nSTdpgL7B7UatYOIkPHiDjjZ_4fOMRKRQAcagwX3NeQoP0lpjkVOyB2hNkQdhiGyCJVX8STUWUBU0pjelD1GGuuZ0er6lxlwzC7gCTzLqqYCtS78CqraS7dOA=s4800-w1200|https://lh3.googleusercontent.com/places/ANXAkqHIyUHCOl99teMfwHCcDhUVbR_81fo_twjYR6h9WP4J3XHXehgRbADjt7eap3IIKHaPOPSLvCtvY5WGoGsFoTTohtUAAp9Ww3k=s4800-w1200,"Hotel in Bengaluru — rated 4.6★ across 36,753 Google reviews","The Leela Palace Bengaluru - Garden City's Only Modern Palace Hotel, Bengaluru"
toit,Toit,Bengaluru,Karnataka,"6/2, 100 Feet Rd, near Drops Total Spirites, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",12.9795441,77.6406542,lively,high,groups|couples,temperate,false,half-day,3,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/place-photos/AJRVUZPLOQzk1n1podvXuHX8LzORJaot_y5LkzLGmhpVzWhwjgURf6dY-fVK7n7JExG4_J_IxEsBULVOFO5Q5_LkuJNjHsxemjmK9zySAtKXhRmXOkFIH7iUgIAJyJKABz07vPWV0S1k6ExjUMsT6Xk=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZPX9dmlNEvmw_5OTm3BjyEP_NKTAIKYNHspCLuny0jVPcYQfo0fWNvhkGT8Aj1YN-JX9YEuunIz2HWa9SmC9Kc1ai_JBkkqPchxs_Ut2Twt9orBckQq1MWhnWyx3gFSA7XHiXD2b3bC2KpD78O9hXCh0Q=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZPdiKkgQS7wI1C4uhgJ1Cr-d58Vkz7vdg_lLxWAr6BSgv0uJCJo4m-8b3liM5gZzQ3ZpRGdD8CpCxPN2Q3DloFYE8uRMsIunJf2QmurjF3X4dH0vwQxYN6NCJnWNzZ_C7pmt4i69jAHuS50UEA=s4800-w1000,"Brewpub in Bengaluru — rated 4.5★ across 61,583 Google reviews","Toit, Bengaluru"
bob-s-bar,Bob's Bar,Bengaluru,Karnataka,"777/I, 100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",12.967131199999999,77.64116709999999,lively,high,groups|couples,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/place-photos/AJRVUZPleTrPBUz9K_kTZrlhXwGINAJl4rYZMuuADzIIWOZ_fffP6z97mX0awI3uNFEW8aQtfOIFfuQmXdbgzPcGJqqb8nokh8MWPH8WAY4ULUlvCRrWrbyrKeaM3zpzqzi2AYnfVG9LxRuWX5Reug=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZPmIYJ4UAG0DpznUtzH-O_Dv5E_KYiqC2g-h38eaBSsVEuW29-ymkN5F3RNkBFd-qB0R6MKtW3j2iGuvufQ1j4aebMwpjw5MqamaVRUBnKXTDd5aMji2OcKcZaUpWAP-fY8KDxt-uHC3miBT1D-3WdVWg=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZN1YLfx-ctRkvd0g1M0w8Pbge_OG6ixmfYBNJH63Jc_0YxpPe-OIN4PU5xQRs31HQeeLlaarbswqmK_FXD_qbQ5hy9fAbPMXVg4NNuHRFTMj3gyR_6BT5rDhiOHqijXAs6SE-cx1ZH3PZAzyg=s4800-w1200,"Bar in Bengaluru — rated 4.2★ across 20,387 Google reviews","Bob's Bar, Bengaluru"
chin-lung-brewery-indiranagar,CHIN LUNG BREWERY INDIRANAGAR,Bengaluru,Karnataka,"1135, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",12.9692549,77.6416162,lively,medium,groups|couples,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Brewery in Bengaluru — rated 4.3★ across 2,484 Google reviews","CHIN LUNG BREWERY INDIRANAGAR, Bengaluru"
the-reservoire-indiranagar,The Reservoire Indiranagar,Bengaluru,Karnataka,"3rd and 4th Floor, No. 949, 12th Main Rd, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008, India",12.9702488,77.63917750000002,lively,medium,groups|couples,temperate,false,half-day,3,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Cocktail Bar in Bengaluru — rated 4.6★ across 2,097 Google reviews","The Reservoire Indiranagar, Bengaluru"
big-pitcher-indiranagar,Big Pitcher Indiranagar,Bengaluru,Karnataka,"No.4121, Ward No.88, L R Arcade, HAL Old Airport Rd, next to The Leela Palace, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",12.960220399999999,77.6468902,lively,high,groups|couples,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/places/ANXAkqHZjytEOH-h35IFoHO-ygeIQcIaalwWGWZYeNsfDcsoUZfRqvAzqyFD68mns_66YwDC1GsToy7xX03lVJIIDukVnkjBrzEv9M0=s4800-w1024|https://lh3.googleusercontent.com/places/ANXAkqHsmPgzJ8XROQCfJgl3w3wtz_W-1EtQ0NadfOk7E8iIWEYvQq5Gzkbur7j5phPW30Ifqcol-EzIZbZAgPAsoym04c6tEhPIkTw=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZONqVKVT1WmqxQ4ovwKOLTH11pZozzIFwSNyO5gySlHsaHQZ8ZJD26bvuWlfNdPgVFy2l7B-dNU7jgBcXan0uHkecE7a2fmKhww78Jo16HEScMmw5sct5DmP3LH3GJMpYHWcOvzHRWcqVfzbYQ=s4800-w1200,"Brewery in Bengaluru — rated 4.4★ across 30,452 Google reviews","Big Pitcher Indiranagar, Bengaluru"
daddy-bangalore,Daddy Bangalore,Bengaluru,Karnataka,"963, 12th Main Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",12.9700136,77.6400748,lively,high,groups|couples,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/place-photos/AJRVUZP8_XymwSRrM2ox9QdDNOIr5YYKXQnwjaBArixsVhy-8Q5LM-uZgklSbvp8wrC5tLTrZPK7bj-hTdJs_JdHShTyIlTNgD8CYrE2HUqTXHt2bYirgf0ODLlc-q8M3ZosA531916wJuGVNDwo=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZMYjGh29ovx_66_HF58kkJzm0LptDFkLW39tjJki5_u-Wa2CSsZeGLCh6wg-NETIK28a_BAKs-tVJwZ7Z9lnJOaOyIR6D-tsiBe7mEwRfSq-FmO7tEr1aTb9aGrUteWlnebEXV9Kj1aQ88sVwvGE01JBg=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZP16D5Lc8uXXNsMZ_MU4fbQje9n3YOWFARhy6bBm6EeEX6GqDfSMq2-NF5vkqgdPvYKOGBn57co8hKMvj0c3w1k_cVSqRv0jUQGgCmgEfGO819pTFUWYwWA5_AbRsgh7K1bJwtRx5cA6mVExxA8eyYfbg=s4800-w1200,"Bar in Bengaluru — rated 4.3★ across 10,926 Google reviews","Daddy Bangalore, Bengaluru"
indiranagar-social,Indiranagar SOCIAL,Bengaluru,Karnataka,"Plot 37, 80 Feet Rd, Hal, HAL 3rd Stage, Hal, New Tippasandra, Bengaluru, Karnataka 560075, India",12.9707654,77.6476266,lively,medium,groups|couples,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Bar in Bengaluru — rated 4.0★ across 4,926 Google reviews","Indiranagar SOCIAL, Bengaluru"
21st-amendment-gastrobar-indiranagar,21st Amendment Gastrobar Indiranagar,Bengaluru,Karnataka,"1211, 100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",12.965938999999999,77.64127959999999,lively,high,groups|couples,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Bar in Bengaluru — rated 4.2★ across 6,877 Google reviews","21st Amendment Gastrobar Indiranagar, Bengaluru"
secret-story-bar-kitchen,Secret Story Bar & Kitchen,Bengaluru,Karnataka,"3rd & 4th Floor, 968, 12th Main Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",12.9699636,77.63919349999999,lively,medium,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Restaurant in Bengaluru — rated 3.7★ across 2,823 Google reviews","Secret Story Bar & Kitchen, Bengaluru"
the-pizza-bakery-indiranagar,The Pizza Bakery - Indiranagar,Bengaluru,Karnataka,"2985, 12th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560038, India",12.970144399999999,77.6447056,lively,high,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Pizza Restaurant in Bengaluru — rated 4.3★ across 6,671 Google reviews","The Pizza Bakery - Indiranagar, Bengaluru"
watson-s-indiranagar,Watson's Indiranagar,Bengaluru,Karnataka,"2nd Floor, 777/I, 100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",12.967276,77.6412768,lively,medium,groups|couples,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Pub in Bengaluru — rated 4.5★ across 4,463 Google reviews","Watson's Indiranagar, Bengaluru"
bombay-brasserie-indiranagar,Bombay Brasserie - Indiranagar,Bengaluru,Karnataka,"First & Second Floor, 2989/B, 2989/B, 12th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",12.970125,77.64582,lively,high,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"North Indian Restaurant in Bengaluru — rated 4.2★ across 9,473 Google reviews","Bombay Brasserie - Indiranagar, Bengaluru"
house-of-commons,House of Commons,Bengaluru,Karnataka,"1st Floor, 1131, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",12.969882,77.64158599999999,lively,medium,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Restaurant in Bengaluru — rated 4.6★ across 3,013 Google reviews","House of Commons, Bengaluru"
jamming-goat-3-0,Jamming Goat 3.0,Bengaluru,Karnataka,"2010 PID- 74-1, 1st & 2nd floor, 2010, 100 Feet Rd, Hal, second stage, Indiranagar, Bengaluru, Karnataka 560008, India",12.9653563,77.64178319999999,lively,medium,groups|couples,temperate,true,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Bar in Bengaluru — rated 4.3★ across 1,300 Google reviews","Jamming Goat 3.0, Bengaluru"
mojo-by-vapour-pub,Mojo By Vapour Pub,Bengaluru,Karnataka,"773, 100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",12.9693572,77.64113429999999,lively,high,groups|couples,temperate,false,half-day,3,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Brewpub in Bengaluru — rated 3.9★ across 8,121 Google reviews","Mojo By Vapour Pub, Bengaluru"
brik-oven-woodfired-style-pizzas-indiranagar,Brik Oven - Woodfired Style Pizzas (Indiranagar),Bengaluru,Karnataka,"872/a, 80 Feet Rd, HAL 2nd Stage, New Tippasandra, Bengaluru, Karnataka 560075, India",12.9797709,77.6465667,lively,high,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Pizza Restaurant in Bengaluru — rated 4.4★ across 5,097 Google reviews","Brik Oven - Woodfired Style Pizzas (Indiranagar), Bengaluru"
mahesh-lunch-home,Mahesh Lunch Home,Bengaluru,Karnataka,"2011, 1st Floor, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",12.9653586,77.6416965,lively,high,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Seafood Restaurant in Bengaluru — rated 4.1★ across 5,294 Google reviews","Mahesh Lunch Home, Bengaluru"
planb,PlanB,Bengaluru,Karnataka,"1136, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",12.969082799999999,77.6415774,lively,high,couples|groups,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Bar And Grill in Bengaluru — rated 4.1★ across 7,055 Google reviews","PlanB, Bengaluru"
